instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
16052,11/6/2012,4,1,11,12,0,2,1,1,13.12,16.665,45,8.9981,248
16053,11/6/2012,4,1,11,13,0,2,1,1,13.94,16.665,46,8.9981,278
16054,11/6/2012,4,1,11,14,0,2,1,1,14.76,18.18,40,7.0015,240
16055,11/6/2012,4,1,11,15,0,2,1,1,13.94,15.91,46,16.9979,272
16056,11/6/2012,4,1,11,16,0,2,1,1,13.94,16.665,46,11.0014,402
16057,11/6/2012,4,1,11,17,0,2,1,1,13.12,15.15,53,15.0013,627
16058,11/6/2012,4,1,11,18,0,2,1,1,13.12,15.15,57,19.9995,497
16059,11/6/2012,4,1,11,19,0,2,1,1,12.3,14.395,56,15.0013,371
16060,11/6/2012,4,1,11,20,0,2,1,1,12.3,14.395,61,15.0013,228
16061,11/6/2012,4,1,11,21,0,2,1,2,12.3,14.395,56,16.9979,151
16062,11/6/2012,4,1,11,22,0,2,1,2,12.3,14.395,56,15.0013,153
16063,11/6/2012,4,1,11,23,0,2,1,1,12.3,14.395,56,15.0013,205
16064,11/7/2012,4,1,11,0,0,3,1,2,12.3,14.395,56,19.0012,283
16065,11/7/2012,4,1,11,1,0,3,1,2,11.48,13.635,61,16.9979,92
16066,11/7/2012,4,1,11,2,0,3,1,2,11.48,12.88,56,19.9995,74
16067,11/7/2012,4,1,11,3,0,3,1,2,11.48,12.88,52,22.0028,11
16068,11/7/2012,4,1,11,4,0,3,1,2,11.48,12.88,52,19.9995,9
16069,11/7/2012,4,1,11,5,0,3,1,2,11.48,12.88,52,22.0028,27
16070,11/7/2012,4,1,11,6,0,3,1,2,10.66,12.12,56,19.0012,118
16071,11/7/2012,4,1,11,7,0,3,1,2,10.66,11.365,56,19.9995,319
16072,11/7/2012,4,1,11,8,0,3,1,2,10.66,12.12,60,19.0012,601
16073,11/7/2012,4,1,11,9,0,3,1,2,10.66,12.12,60,19.0012,368
16074,11/7/2012,4,1,11,10,0,3,1,2,11.48,12.88,56,19.9995,178
16075,11/7/2012,4,1,11,11,0,3,1,2,13.12,14.395,51,23.9994,147
16076,11/7/2012,4,1,11,12,0,3,1,2,13.12,15.15,53,19.0012,212
16077,11/7/2012,4,1,11,13,0,3,1,2,13.12,15.15,53,16.9979,181
16078,11/7/2012,4,1,11,14,0,3,1,2,13.12,14.395,53,23.9994,161
16079,11/7/2012,4,1,11,15,0,3,1,2,13.12,15.15,53,19.9995,198
16080,11/7/2012,4,1,11,16,0,3,1,2,13.12,14.395,53,23.9994,273
16081,11/7/2012,4,1,11,17,0,3,1,2,13.12,14.395,53,26.0027,517
16082,11/7/2012,4,1,11,18,0,3,1,2,13.12,14.395,53,23.9994,465
16083,11/7/2012,4,1,11,19,0,3,1,2,12.3,13.635,56,19.9995,319
16084,11/7/2012,4,1,11,20,0,3,1,2,13.12,15.15,49,22.0028,256
16085,11/7/2012,4,1,11,21,0,3,1,2,13.12,15.15,49,19.9995,126
16086,11/7/2012,4,1,11,22,0,3,1,3,12.3,14.395,56,16.9979,60
16087,11/7/2012,4,1,11,23,0,3,1,3,11.48,13.635,65,15.0013,40
16088,11/8/2012,4,1,11,0,0,4,1,3,11.48,13.635,61,15.0013,15
16089,11/8/2012,4,1,11,1,0,4,1,3,12.3,13.635,52,23.9994,12
16090,11/8/2012,4,1,11,2,0,4,1,2,12.3,14.395,49,15.0013,6
16091,11/8/2012,4,1,11,4,0,4,1,2,12.3,14.395,45,19.0012,10
16092,11/8/2012,4,1,11,5,0,4,1,2,12.3,14.395,42,15.0013,35
16093,11/8/2012,4,1,11,6,0,4,1,1,12.3,14.395,39,15.0013,124
16094,11/8/2012,4,1,11,7,0,4,1,1,11.48,12.88,36,26.0027,423
16095,11/8/2012,4,1,11,8,0,4,1,1,12.3,14.395,33,19.0012,668
16096,11/8/2012,4,1,11,9,0,4,1,1,13.12,14.395,31,23.9994,275
16097,11/8/2012,4,1,11,10,0,4,1,1,13.12,15.15,31,22.0028,161
16098,11/8/2012,4,1,11,11,0,4,1,1,14.76,16.665,29,26.0027,171
16099,11/8/2012,4,1,11,12,0,4,1,1,16.4,20.455,24,32.9975,235
16100,11/8/2012,4,1,11,13,0,4,1,1,18.04,21.97,18,27.9993,228
16101,11/8/2012,4,1,11,14,0,4,1,1,18.04,21.97,18,27.9993,182
16102,11/8/2012,4,1,11,15,0,4,1,1,18.04,21.97,18,27.9993,233
16103,11/8/2012,4,1,11,16,0,4,1,1,17.22,21.21,16,26.0027,339
16104,11/8/2012,4,1,11,17,0,4,1,1,16.4,20.455,20,19.9995,592
16105,11/8/2012,4,1,11,18,0,4,1,1,16.4,20.455,24,27.9993,507
16106,11/8/2012,4,1,11,19,0,4,1,1,15.58,19.695,27,23.9994,373
16107,11/8/2012,4,1,11,20,0,4,1,1,15.58,19.695,29,31.0009,245
16108,11/8/2012,4,1,11,21,0,4,1,1,14.76,16.665,37,26.0027,233
16109,11/8/2012,4,1,11,22,0,4,1,1,13.94,15.15,42,19.9995,161
16110,11/8/2012,4,1,11,23,0,4,1,1,13.94,15.15,46,23.9994,87
16111,11/9/2012,4,1,11,0,0,5,1,1,13.94,15.15,49,22.0028,55
16112,11/9/2012,4,1,11,1,0,5,1,1,13.12,15.15,53,19.0012,20
16113,11/9/2012,4,1,11,2,0,5,1,1,13.12,15.15,53,16.9979,12
16114,11/9/2012,4,1,11,3,0,5,1,1,13.12,14.395,53,27.9993,9
16115,11/9/2012,4,1,11,4,0,5,1,1,13.12,14.395,53,23.9994,14
16116,11/9/2012,4,1,11,5,0,5,1,1,12.3,14.395,56,12.998,27
16117,11/9/2012,4,1,11,6,0,5,1,1,10.66,13.635,65,7.0015,131
16118,11/9/2012,4,1,11,7,0,5,1,1,10.66,13.635,65,8.9981,341
16119,11/9/2012,4,1,11,8,0,5,1,1,13.12,15.91,57,11.0014,693
16120,11/9/2012,4,1,11,9,0,5,1,1,13.94,15.15,53,27.9993,327
16121,11/9/2012,4,1,11,10,0,5,1,1,14.76,16.665,50,22.0028,197
16122,11/9/2012,4,1,11,11,0,5,1,1,16.4,20.455,47,19.9995,251
16123,11/9/2012,4,1,11,12,0,5,1,1,18.04,21.97,41,22.0028,262
16124,11/9/2012,4,1,11,13,0,5,1,1,18.86,22.725,38,19.9995,299
16125,11/9/2012,4,1,11,14,0,5,1,1,18.86,22.725,38,12.998,274
16126,11/9/2012,4,1,11,15,0,5,1,1,18.86,22.725,36,15.0013,356
16127,11/9/2012,4,1,11,16,0,5,1,1,18.86,22.725,38,11.0014,434
16128,11/9/2012,4,1,11,17,0,5,1,1,17.22,21.21,44,8.9981,654
16129,11/9/2012,4,1,11,18,0,5,1,1,17.22,21.21,44,7.0015,496
16130,11/9/2012,4,1,11,19,0,5,1,1,13.94,17.425,71,6.0032,361
16131,11/9/2012,4,1,11,20,0,5,1,1,14.76,17.425,66,8.9981,255
16132,11/9/2012,4,1,11,21,0,5,1,1,13.94,18.18,76,0,199
16133,11/9/2012,4,1,11,22,0,5,1,1,13.94,17.425,71,7.0015,163
16134,11/9/2012,4,1,11,23,0,5,1,1,13.12,16.665,81,6.0032,162
16135,11/10/2012,4,1,11,0,0,6,0,1,13.12,16.665,76,6.0032,122
16136,11/10/2012,4,1,11,1,0,6,0,1,12.3,15.91,81,6.0032,76
16137,11/10/2012,4,1,11,2,0,6,0,1,13.12,17.425,81,0,44
16138,11/10/2012,4,1,11,3,0,6,0,1,12.3,16.665,81,0,20
16139,11/10/2012,4,1,11,4,0,6,0,1,10.66,13.635,87,7.0015,6
16140,11/10/2012,4,1,11,5,0,6,0,1,11.48,15.91,87,0,10
16141,11/10/2012,4,1,11,6,0,6,0,1,9.84,12.88,93,6.0032,16
16142,11/10/2012,4,1,11,7,0,6,0,1,10.66,13.635,87,7.0015,71
16143,11/10/2012,4,1,11,8,0,6,0,1,13.12,17.425,76,0,146
16144,11/10/2012,4,1,11,9,0,6,0,1,14.76,17.425,66,12.998,259
16145,11/10/2012,4,1,11,10,0,6,0,1,16.4,20.455,58,0,350
16146,11/10/2012,4,1,11,11,0,6,0,1,16.4,20.455,58,7.0015,466
16147,11/10/2012,4,1,11,12,0,6,0,1,19.68,23.485,48,0,606
16148,11/10/2012,4,1,11,13,0,6,0,1,21.32,25,39,0,651
16149,11/10/2012,4,1,11,14,0,6,0,1,22.14,25.76,37,0,627
16150,11/10/2012,4,1,11,15,0,6,0,1,21.32,25,45,0,567
16151,11/10/2012,4,1,11,16,0,6,0,1,22.14,25.76,37,0,605
16152,11/10/2012,4,1,11,17,0,6,0,1,20.5,24.24,45,12.998,501
16153,11/10/2012,4,1,11,18,0,6,0,1,18.04,21.97,54,8.9981,359
16154,11/10/2012,4,1,11,19,0,6,0,1,18.86,22.725,51,6.0032,283
16155,11/10/2012,4,1,11,20,0,6,0,1,18.04,21.97,54,0,192
16156,11/10/2012,4,1,11,21,0,6,0,1,16.4,20.455,66,0,220
16157,11/10/2012,4,1,11,22,0,6,0,1,15.58,19.695,71,6.0032,193
16158,11/10/2012,4,1,11,23,0,6,0,1,14.76,18.18,71,7.0015,146
16159,11/11/2012,4,1,11,0,0,0,0,1,13.94,17.425,81,6.0032,124
16160,11/11/2012,4,1,11,1,0,0,0,1,13.94,17.425,76,6.0032,108
16161,11/11/2012,4,1,11,2,0,0,0,1,13.12,16.665,87,7.0015,70
16162,11/11/2012,4,1,11,3,0,0,0,1,13.94,18.18,81,0,48
16163,11/11/2012,4,1,11,4,0,0,0,1,13.12,16.665,81,7.0015,11
16164,11/11/2012,4,1,11,5,0,0,0,1,12.3,15.15,87,8.9981,12
16165,11/11/2012,4,1,11,6,0,0,0,1,12.3,15.91,87,6.0032,19
16166,11/11/2012,4,1,11,7,0,0,0,1,12.3,15.91,89,6.0032,68
16167,11/11/2012,4,1,11,8,0,0,0,1,13.12,16.665,87,7.0015,119
16168,11/11/2012,4,1,11,9,0,0,0,1,14.76,18.94,77,0,273
16169,11/11/2012,4,1,11,10,0,0,0,1,16.4,20.455,69,7.0015,405
16170,11/11/2012,4,1,11,11,0,0,0,1,18.86,22.725,59,8.9981,504
16171,11/11/2012,4,1,11,12,0,0,0,1,20.5,24.24,48,6.0032,585
16172,11/11/2012,4,1,11,13,0,0,0,1,22.14,25.76,45,7.0015,686
16173,11/11/2012,4,1,11,14,0,0,0,1,24.6,31.06,33,11.0014,654
16174,11/11/2012,4,1,11,15,0,0,0,1,22.96,26.515,37,15.0013,724
16175,11/11/2012,4,1,11,16,0,0,0,1,22.14,25.76,42,15.0013,653
16176,11/11/2012,4,1,11,17,0,0,0,1,22.14,25.76,45,11.0014,493
16177,11/11/2012,4,1,11,18,0,0,0,1,21.32,25,45,8.9981,405
16178,11/11/2012,4,1,11,19,0,0,0,1,19.68,23.485,55,8.9981,277
16179,11/11/2012,4,1,11,20,0,0,0,1,18.04,21.97,62,11.0014,200
16180,11/11/2012,4,1,11,21,0,0,0,1,18.04,21.97,67,15.0013,171
16181,11/11/2012,4,1,11,22,0,0,0,1,17.22,21.21,71,12.998,134
16182,11/11/2012,4,1,11,23,0,0,0,1,17.22,21.21,71,12.998,109
16183,11/12/2012,4,1,11,0,1,1,0,1,17.22,21.21,71,7.0015,49
16184,11/12/2012,4,1,11,1,1,1,0,1,16.4,20.455,76,11.0014,30
16185,11/12/2012,4,1,11,2,1,1,0,1,16.4,20.455,76,8.9981,20
16186,11/12/2012,4,1,11,3,1,1,0,1,16.4,20.455,76,8.9981,4
16187,11/12/2012,4,1,11,4,1,1,0,1,16.4,20.455,76,6.0032,4
16188,11/12/2012,4,1,11,5,1,1,0,1,15.58,19.695,87,0,24
16189,11/12/2012,4,1,11,6,1,1,0,1,15.58,19.695,87,7.0015,71
16190,11/12/2012,4,1,11,7,1,1,0,1,16.4,20.455,87,0,264
16191,11/12/2012,4,1,11,8,1,1,0,1,17.22,21.21,82,11.0014,540
16192,11/12/2012,4,1,11,9,1,1,0,1,18.04,21.97,88,7.0015,397
16193,11/12/2012,4,1,11,10,1,1,0,1,19.68,23.485,77,11.0014,266
16194,11/12/2012,4,1,11,11,1,1,0,1,21.32,25,72,11.0014,367
16195,11/12/2012,4,1,11,12,1,1,0,1,22.96,26.515,64,15.0013,419
16196,11/12/2012,4,1,11,13,1,1,0,1,24.6,30.305,60,15.0013,420
16197,11/12/2012,4,1,11,14,1,1,0,1,23.78,27.275,60,19.0012,444
16198,11/12/2012,4,1,11,15,1,1,0,1,22.96,26.515,64,16.9979,382
16199,11/12/2012,4,1,11,16,1,1,0,1,22.96,26.515,64,11.0014,434
16200,11/12/2012,4,1,11,17,1,1,0,1,22.96,26.515,64,19.0012,596
16201,11/12/2012,4,1,11,18,1,1,0,1,21.32,25,72,8.9981,551
16202,11/12/2012,4,1,11,19,1,1,0,1,22.14,25.76,73,19.0012,353
16203,11/12/2012,4,1,11,20,1,1,0,2,21.32,25,77,19.0012,304
16204,11/12/2012,4,1,11,21,1,1,0,3,22.14,25.76,73,15.0013,155
16205,11/12/2012,4,1,11,22,1,1,0,1,21.32,25,77,16.9979,112
16206,11/12/2012,4,1,11,23,1,1,0,2,22.14,25.76,77,15.0013,63
16207,11/13/2012,4,1,11,0,0,2,1,2,21.32,25,83,19.0012,23
16208,11/13/2012,4,1,11,1,0,2,1,3,18.04,21.97,88,43.0006,5
16209,11/13/2012,4,1,11,2,0,2,1,3,14.76,15.91,87,30.0026,11
16210,11/13/2012,4,1,11,3,0,2,1,3,14.76,16.665,87,23.9994,5
16211,11/13/2012,4,1,11,4,0,2,1,2,14.76,16.665,81,26.0027,9
16212,11/13/2012,4,1,11,5,0,2,1,2,13.94,15.91,87,19.0012,18
16213,11/13/2012,4,1,11,6,0,2,1,3,13.12,14.395,81,31.0009,50
16214,11/13/2012,4,1,11,7,0,2,1,3,13.12,15.15,87,16.9979,107
16215,11/13/2012,4,1,11,8,0,2,1,3,13.12,15.15,87,16.9979,211
16216,11/13/2012,4,1,11,9,0,2,1,3,13.12,15.15,81,22.0028,110
16217,11/13/2012,4,1,11,10,0,2,1,3,12.3,13.635,75,26.0027,94
16218,11/13/2012,4,1,11,11,0,2,1,1,13.12,15.15,70,16.9979,155
16219,11/13/2012,4,1,11,12,0,2,1,1,13.94,15.91,61,19.0012,196
16220,11/13/2012,4,1,11,13,0,2,1,1,13.94,15.91,53,16.9979,218
16221,11/13/2012,4,1,11,14,0,2,1,1,15.58,19.695,46,26.0027,203
16222,11/13/2012,4,1,11,15,0,2,1,1,16.4,20.455,40,19.9995,217
16223,11/13/2012,4,1,11,16,0,2,1,1,15.58,19.695,40,19.9995,310
16224,11/13/2012,4,1,11,17,0,2,1,1,13.94,15.15,49,23.9994,608
16225,11/13/2012,4,1,11,18,0,2,1,1,13.94,15.91,49,19.0012,559
16226,11/13/2012,4,1,11,19,0,2,1,1,13.12,14.395,49,23.9994,356
16227,11/13/2012,4,1,11,20,0,2,1,1,12.3,13.635,49,23.9994,223
16228,11/13/2012,4,1,11,21,0,2,1,1,12.3,13.635,49,23.9994,187
16229,11/13/2012,4,1,11,22,0,2,1,1,10.66,11.365,56,22.0028,135
16230,11/13/2012,4,1,11,23,0,2,1,1,10.66,11.365,56,19.9995,84
16231,11/14/2012,4,1,11,0,0,3,1,1,10.66,12.12,56,19.0012,24
16232,11/14/2012,4,1,11,1,0,3,1,1,9.84,10.605,60,19.9995,12
16233,11/14/2012,4,1,11,2,0,3,1,1,9.84,10.605,60,19.9995,1
16234,11/14/2012,4,1,11,3,0,3,1,1,9.84,11.365,65,15.0013,5
16235,11/14/2012,4,1,11,4,0,3,1,1,9.02,11.365,69,12.998,6
16236,11/14/2012,4,1,11,5,0,3,1,1,9.02,11.365,69,12.998,39
16237,11/14/2012,4,1,11,6,0,3,1,1,9.84,11.365,65,12.998,146
16238,11/14/2012,4,1,11,7,0,3,1,1,9.84,10.605,65,19.0012,415
16239,11/14/2012,4,1,11,8,0,3,1,1,11.48,12.88,56,19.9995,691
16240,11/14/2012,4,1,11,9,0,3,1,1,12.3,13.635,52,26.0027,332
16241,11/14/2012,4,1,11,10,0,3,1,1,13.12,14.395,45,23.9994,171
16242,11/14/2012,4,1,11,11,0,3,1,1,13.12,15.15,49,16.9979,151
16243,11/14/2012,4,1,11,12,0,3,1,1,13.94,16.665,46,0,240
16244,11/14/2012,4,1,11,13,0,3,1,1,14.76,16.665,43,16.9979,214
16245,11/14/2012,4,1,11,14,0,3,1,1,14.76,17.425,43,8.9981,181
16246,11/14/2012,4,1,11,15,0,3,1,1,14.76,16.665,43,19.0012,260
16247,11/14/2012,4,1,11,16,0,3,1,1,13.94,17.425,46,7.0015,321
16248,11/14/2012,4,1,11,17,0,3,1,1,13.12,15.91,49,12.998,583
16249,11/14/2012,4,1,11,18,0,3,1,1,13.12,15.91,53,11.0014,567
16250,11/14/2012,4,1,11,19,0,3,1,1,12.3,15.15,52,11.0014,396
16251,11/14/2012,4,1,11,20,0,3,1,1,12.3,15.91,52,6.0032,267
16252,11/14/2012,4,1,11,21,0,3,1,1,12.3,16.665,56,0,213
16253,11/14/2012,4,1,11,22,0,3,1,1,11.48,15.91,61,0,173
16254,11/14/2012,4,1,11,23,0,3,1,1,9.84,12.12,70,8.9981,87
16255,11/15/2012,4,1,11,0,0,4,1,2,10.66,15.15,65,0,34
16256,11/15/2012,4,1,11,1,0,4,1,2,10.66,13.635,65,7.0015,16
16257,11/15/2012,4,1,11,2,0,4,1,2,10.66,12.88,70,11.0014,7
16258,11/15/2012,4,1,11,3,0,4,1,2,10.66,14.395,70,6.0032,2
16259,11/15/2012,4,1,11,4,0,4,1,2,11.48,14.395,65,8.9981,5
16260,11/15/2012,4,1,11,5,0,4,1,2,12.3,14.395,61,15.0013,37
16261,11/15/2012,4,1,11,6,0,4,1,2,12.3,14.395,65,16.9979,147
16262,11/15/2012,4,1,11,7,0,4,1,2,12.3,14.395,65,12.998,410
16263,11/15/2012,4,1,11,8,0,4,1,2,12.3,14.395,61,15.0013,646
16264,11/15/2012,4,1,11,9,0,4,1,2,13.12,15.91,61,12.998,323
16265,11/15/2012,4,1,11,10,0,4,1,2,13.12,16.665,66,8.9981,153
16266,11/15/2012,4,1,11,11,0,4,1,2,13.94,16.665,61,8.9981,166
16267,11/15/2012,4,1,11,12,0,4,1,2,14.76,18.18,62,7.0015,213
16268,11/15/2012,4,1,11,13,0,4,1,2,15.58,19.695,54,7.0015,217
16269,11/15/2012,4,1,11,14,0,4,1,2,15.58,19.695,54,11.0014,201
16270,11/15/2012,4,1,11,15,0,4,1,2,15.58,19.695,58,11.0014,217
16271,11/15/2012,4,1,11,16,0,4,1,2,14.76,17.425,57,12.998,342
16272,11/15/2012,4,1,11,17,0,4,1,2,14.76,17.425,57,15.0013,563
16273,11/15/2012,4,1,11,18,0,4,1,2,14.76,17.425,57,12.998,573
16274,11/15/2012,4,1,11,19,0,4,1,2,13.94,16.665,61,8.9981,386
16275,11/15/2012,4,1,11,20,0,4,1,1,13.94,17.425,61,7.0015,285
16276,11/15/2012,4,1,11,21,0,4,1,2,13.12,16.665,66,7.0015,224
16277,11/15/2012,4,1,11,22,0,4,1,2,13.12,15.91,66,11.0014,153
16278,11/15/2012,4,1,11,23,0,4,1,2,13.12,15.91,61,11.0014,125
16279,11/16/2012,4,1,11,0,0,5,1,2,13.12,16.665,66,7.0015,65
16280,11/16/2012,4,1,11,1,0,5,1,2,12.3,15.91,65,6.0032,21
16281,11/16/2012,4,1,11,2,0,5,1,2,12.3,15.15,70,11.0014,9
16282,11/16/2012,4,1,11,3,0,5,1,2,12.3,15.15,65,8.9981,6
16283,11/16/2012,4,1,11,4,0,5,1,2,12.3,15.91,65,7.0015,5
16284,11/16/2012,4,1,11,5,0,5,1,2,12.3,15.91,65,6.0032,36
16285,11/16/2012,4,1,11,6,0,5,1,2,12.3,15.91,61,6.0032,130
16286,11/16/2012,4,1,11,7,0,5,1,2,12.3,15.15,61,11.0014,367
16287,11/16/2012,4,1,11,8,0,5,1,2,13.12,16.665,57,8.9981,711
16288,11/16/2012,4,1,11,9,0,5,1,1,13.94,17.425,53,7.0015,351
16289,11/16/2012,4,1,11,10,0,5,1,1,13.94,16.665,53,12.998,198
16290,11/16/2012,4,1,11,11,0,5,1,1,15.58,19.695,43,15.0013,218
16291,11/16/2012,4,1,11,12,0,5,1,1,16.4,20.455,43,19.0012,290
16292,11/16/2012,4,1,11,13,0,5,1,1,17.22,21.21,38,12.998,278
16293,11/16/2012,4,1,11,14,0,5,1,1,17.22,21.21,35,7.0015,251
16294,11/16/2012,4,1,11,15,0,5,1,1,17.22,21.21,38,8.9981,267
16295,11/16/2012,4,1,11,16,0,5,1,1,17.22,21.21,35,19.0012,383
16296,11/16/2012,4,1,11,17,0,5,1,1,14.76,17.425,46,12.998,580
16297,11/16/2012,4,1,11,18,0,5,1,1,13.94,16.665,53,11.0014,505
16298,11/16/2012,4,1,11,19,0,5,1,1,14.76,17.425,46,15.0013,332
16299,11/16/2012,4,1,11,20,0,5,1,1,14.76,16.665,46,16.9979,227
16300,11/16/2012,4,1,11,21,0,5,1,1,13.94,16.665,49,12.998,178
16301,11/16/2012,4,1,11,22,0,5,1,1,13.12,15.15,53,16.9979,162
16302,11/16/2012,4,1,11,23,0,5,1,1,13.12,15.15,53,15.0013,128
16303,11/17/2012,4,1,11,0,0,6,0,1,12.3,15.15,52,11.0014,106
16304,11/17/2012,4,1,11,1,0,6,0,1,10.66,12.88,60,12.998,87
16305,11/17/2012,4,1,11,2,0,6,0,1,10.66,12.88,65,12.998,49
16306,11/17/2012,4,1,11,3,0,6,0,1,10.66,12.88,65,12.998,21
16307,11/17/2012,4,1,11,4,0,6,0,1,9.84,11.365,70,12.998,7
16308,11/17/2012,4,1,11,5,0,6,0,1,9.84,12.12,70,11.0014,11
16309,11/17/2012,4,1,11,6,0,6,0,1,9.84,11.365,70,15.0013,21
16310,11/17/2012,4,1,11,7,0,6,0,1,9.84,11.365,70,12.998,78
16311,11/17/2012,4,1,11,8,0,6,0,1,10.66,12.88,65,15.0013,168
16312,11/17/2012,4,1,11,9,0,6,0,1,13.94,15.91,49,15.0013,248
16313,11/17/2012,4,1,11,10,0,6,0,1,14.76,16.665,46,16.9979,320
16314,11/17/2012,4,1,11,11,0,6,0,1,15.58,19.695,43,12.998,423
16315,11/17/2012,4,1,11,12,0,6,0,1,16.4,20.455,40,11.0014,476
16316,11/17/2012,4,1,11,13,0,6,0,1,17.22,21.21,38,16.9979,525
16317,11/17/2012,4,1,11,14,0,6,0,1,17.22,21.21,38,12.998,555
16318,11/17/2012,4,1,11,15,0,6,0,1,17.22,21.21,35,19.9995,549
16319,11/17/2012,4,1,11,16,0,6,0,1,16.4,20.455,40,15.0013,469
16320,11/17/2012,4,1,11,17,0,6,0,1,15.58,19.695,40,11.0014,403
16321,11/17/2012,4,1,11,18,0,6,0,1,14.76,18.18,50,7.0015,271
16322,11/17/2012,4,1,11,19,0,6,0,1,13.94,17.425,53,6.0032,253
16323,11/17/2012,4,1,11,20,0,6,0,2,13.94,17.425,66,6.0032,172
16324,11/17/2012,4,1,11,21,0,6,0,2,13.12,16.665,57,7.0015,139
16325,11/17/2012,4,1,11,22,0,6,0,2,13.12,16.665,57,7.0015,145
16326,11/17/2012,4,1,11,23,0,6,0,2,12.3,15.91,70,7.0015,133
16327,11/18/2012,4,1,11,0,0,0,0,2,12.3,15.15,70,11.0014,129
16328,11/18/2012,4,1,11,1,0,0,0,1,12.3,14.395,70,12.998,95
16329,11/18/2012,4,1,11,2,0,0,0,1,11.48,14.395,81,7.0015,73
16330,11/18/2012,4,1,11,3,0,0,0,2,12.3,15.15,81,11.0014,46
16331,11/18/2012,4,1,11,4,0,0,0,2,12.3,14.395,81,12.998,12
16332,11/18/2012,4,1,11,5,0,0,0,1,11.48,14.395,81,8.9981,12
16333,11/18/2012,4,1,11,6,0,0,0,1,11.48,13.635,81,11.0014,15
16334,11/18/2012,4,1,11,7,0,0,0,1,11.48,13.635,81,12.998,42
16335,11/18/2012,4,1,11,8,0,0,0,1,12.3,14.395,75,16.9979,119
16336,11/18/2012,4,1,11,9,0,0,0,1,13.12,15.15,70,16.9979,204
16337,11/18/2012,4,1,11,10,0,0,0,1,13.94,15.15,66,19.9995,329
16338,11/18/2012,4,1,11,11,0,0,0,1,15.58,19.695,62,19.0012,359
16339,11/18/2012,4,1,11,12,0,0,0,1,16.4,20.455,62,19.0012,442
16340,11/18/2012,4,1,11,13,0,0,0,1,16.4,20.455,62,22.0028,447
16341,11/18/2012,4,1,11,14,0,0,0,1,16.4,20.455,62,19.9995,428
16342,11/18/2012,4,1,11,15,0,0,0,1,17.22,21.21,54,19.0012,407
16343,11/18/2012,4,1,11,16,0,0,0,2,16.4,20.455,62,22.0028,372
16344,11/18/2012,4,1,11,17,0,0,0,2,15.58,19.695,66,16.9979,280
16345,11/18/2012,4,1,11,18,0,0,0,1,14.76,17.425,66,15.0013,276
16346,11/18/2012,4,1,11,19,0,0,0,1,14.76,17.425,66,11.0014,210
16347,11/18/2012,4,1,11,20,0,0,0,1,14.76,17.425,66,11.0014,129
16348,11/18/2012,4,1,11,21,0,0,0,1,14.76,16.665,66,16.9979,110
16349,11/18/2012,4,1,11,22,0,0,0,2,14.76,16.665,66,16.9979,74
16350,11/18/2012,4,1,11,23,0,0,0,1,14.76,17.425,66,15.0013,59
16351,11/19/2012,4,1,11,0,0,1,1,1,14.76,17.425,66,15.0013,27
16352,11/19/2012,4,1,11,1,0,1,1,2,14.76,17.425,66,15.0013,19
16353,11/19/2012,4,1,11,2,0,1,1,2,14.76,16.665,66,16.9979,5
16354,11/19/2012,4,1,11,3,0,1,1,2,14.76,17.425,66,15.0013,2
16355,11/19/2012,4,1,11,4,0,1,1,2,14.76,17.425,66,15.0013,12
16356,11/19/2012,4,1,11,5,0,1,1,2,14.76,17.425,66,15.0013,39
16357,11/19/2012,4,1,11,6,0,1,1,2,14.76,16.665,66,16.9979,131
16358,11/19/2012,4,1,11,7,0,1,1,2,14.76,16.665,66,19.9995,386
16359,11/19/2012,4,1,11,8,0,1,1,2,14.76,16.665,66,19.9995,663
16360,11/19/2012,4,1,11,9,0,1,1,2,14.76,16.665,66,16.9979,278
16361,11/19/2012,4,1,11,10,0,1,1,2,14.76,16.665,66,16.9979,139
16362,11/19/2012,4,1,11,11,0,1,1,2,15.58,19.695,66,16.9979,197
16363,11/19/2012,4,1,11,12,0,1,1,2,16.4,20.455,62,19.0012,242
16364,11/19/2012,4,1,11,13,0,1,1,1,18.04,21.97,54,16.9979,251
16365,11/19/2012,4,1,11,14,0,1,1,1,18.04,21.97,54,16.9979,217
16366,11/19/2012,4,1,11,15,0,1,1,1,18.04,21.97,54,12.998,257
16367,11/19/2012,4,1,11,16,0,1,1,1,17.22,21.21,58,16.9979,380
16368,11/19/2012,4,1,11,17,0,1,1,2,17.22,21.21,58,12.998,619
16369,11/19/2012,4,1,11,18,0,1,1,2,16.4,20.455,58,16.9979,580
16370,11/19/2012,4,1,11,19,0,1,1,2,16.4,20.455,58,19.0012,406
16371,11/19/2012,4,1,11,20,0,1,1,2,15.58,19.695,62,16.9979,259
16372,11/19/2012,4,1,11,21,0,1,1,2,15.58,19.695,54,15.0013,203
16373,11/19/2012,4,1,11,22,0,1,1,1,13.94,17.425,66,7.0015,113
16374,11/19/2012,4,1,11,23,0,1,1,1,13.94,17.425,66,7.0015,74
16375,11/20/2012,4,1,11,0,0,2,1,1,13.12,16.665,70,8.9981,29
16376,11/20/2012,4,1,11,1,0,2,1,1,13.94,17.425,66,7.0015,13
16377,11/20/2012,4,1,11,2,0,2,1,2,13.12,16.665,76,6.0032,5
